,original,new
294,politics_022.txt,XybRjZgGFbmCd.txt
295,politics_023.txt,OHJbZIbqoBofA.txt
296,politics_024.txt,QabRWJaTZjbXv.txt
297,politics_025.txt,EuFICYZtyYdWF.txt
298,politics_026.txt,HBjwiHXNXdbij.txt
299,politics_027.txt,qqrFEKjIKKQcp.txt
300,politics_028.txt,zJKGNKLFZDJSo.txt
301,politics_029.txt,xnhCeeYWsnrcG.txt
302,politics_030.txt,VgqMFpTMxPkjc.txt
303,politics_031.txt,FVzOzFgEQofEE.txt
304,politics_032.txt,eBisLefNHkQPL.txt
305,politics_034.txt,mPdiaEygndwyx.txt
306,politics_035.txt,lAAhpblHBOYNy.txt
307,politics_036.txt,EqdQvjsBxzvKl.txt
308,politics_037.txt,fbkGWtrjRStHe.txt
309,politics_038.txt,fmBicqBzzpqRs.txt
310,politics_039.txt,ZAqKYaPfbOgTw.txt
311,politics_040.txt,RinAKmJLSlQom.txt
312,politics_041.txt,QzmozqadzeoOi.txt
313,politics_042.txt,rXIGTJFGuJiFn.txt
314,politics_043.txt,wnBjfKfnrbtqh.txt
315,politics_044.txt,ZWVvBKRfwQSug.txt
316,politics_045.txt,jjWFtEsAnnVWP.txt
317,politics_046.txt,otnNcHITyhKcq.txt
318,politics_047.txt,XtzsDtvdYPudh.txt
319,politics_048.txt,cCEnjwKIHPFjf.txt
320,politics_050.txt,lcjAwJVTVNRfw.txt
321,politics_051.txt,nSwmnFDMHlTLE.txt
322,politics_052.txt,oAFkFqBnKlvdi.txt
323,politics_054.txt,KfgGunipIbXqR.txt
324,politics_055.txt,JTHMgOeCDhixy.txt
325,politics_056.txt,BnmPTdDkOGJgJ.txt
326,politics_057.txt,pwILgcsNfhKbY.txt
327,politics_058.txt,yqNrolHVfEkuZ.txt
328,politics_059.txt,thgrxrdHPpbUL.txt
329,politics_060.txt,UAFCDBGbZHGCQ.txt
330,politics_061.txt,JdLGzyxLvvEUq.txt
331,politics_062.txt,wFyHKIWSrzTZa.txt
332,politics_063.txt,pPuIGTnWUToPZ.txt
333,politics_064.txt,ztUudbVzsPHJm.txt
334,politics_066.txt,ZyoVPuEBIjJEt.txt
335,politics_068.txt,ZLLOgnXtPdAYj.txt
336,politics_071.txt,zeJMjSJDVwaZC.txt
337,politics_073.txt,eQPFFwpPJjyTp.txt
338,politics_074.txt,pIlZAnWZhoEkq.txt
339,politics_075.txt,HtirsMqDyilgg.txt
340,politics_076.txt,AiDQbfwfIYXdM.txt
341,politics_077.txt,EdlPUAFzAuDfS.txt
342,politics_078.txt,LaKEieYrFzUvt.txt
343,politics_079.txt,uGxRcoqoMdWaz.txt
344,politics_080.txt,vdLNkggJMakOK.txt
345,politics_081.txt,DQMHfjevCQTHm.txt
346,politics_082.txt,GyWUfFjBhYuWy.txt
347,politics_083.txt,VrNjwPRiYsSVE.txt
348,politics_085.txt,sVTYjjbcRROJI.txt
349,politics_086.txt,AHtxfiwIqcnMW.txt
350,politics_087.txt,nXzIrSgNLQVPk.txt
351,politics_089.txt,xUDcDaDQqwkzt.txt
352,politics_091.txt,wYqDcbUMXeasR.txt
353,politics_092.txt,ugpKpPkkwHjkb.txt
354,politics_093.txt,onVxWyrxuELbs.txt
355,politics_094.txt,ZthYaIGkZrXHy.txt
356,politics_095.txt,mXpwQZuBlLdJm.txt
357,politics_096.txt,NuwpDZKHFRfXW.txt
358,politics_098.txt,eFfdrwZiaZNdP.txt
359,politics_099.txt,ynxpgzRUAORth.txt
360,tech_001.txt,qWOQdtTUTKlNN.txt
361,tech_002.txt,IENXYuqYnAshh.txt
362,tech_003.txt,QHNDBOGnzCoAh.txt
363,tech_004.txt,uXMemPgxORiui.txt
364,tech_005.txt,HQrqDMlDTmzIu.txt
365,tech_006.txt,gHsSSrvqYxfBF.txt
366,tech_007.txt,CFKNbJarMZEsA.txt
367,tech_008.txt,tkkcYrPZYYMHz.txt
368,tech_009.txt,TuNyhEiqoeRUe.txt
369,tech_010.txt,ORMnwBmqHCYIz.txt
370,tech_011.txt,dosCLXEBwydxW.txt
371,tech_012.txt,BFiRRwWSGScYs.txt
372,tech_013.txt,qfvDFqgGKuMBS.txt
373,tech_014.txt,PhHuyOkAtOtrX.txt
374,tech_015.txt,tHmAouEqjMGxC.txt
375,tech_016.txt,qJUWCHdpDqmZG.txt
376,tech_017.txt,SEPnenGersdDI.txt
377,tech_018.txt,IWqLIpoByxFYC.txt
378,tech_019.txt,SXEGoPgFmzktF.txt
379,tech_020.txt,NavmvULDxHkDr.txt
380,tech_021.txt,QPllkNZAcAEho.txt
381,tech_022.txt,hpYgnExQiZcfO.txt
382,tech_023.txt,uTxYNFkfdlDGa.txt
383,tech_024.txt,GNcwIZFDSPBqq.txt
384,tech_026.txt,hAsXxyaSRNbOl.txt
385,tech_027.txt,SOuqdvFgXWjKL.txt
386,tech_028.txt,zKnEhRSLxgFFz.txt
387,tech_029.txt,VkBFJiqQdRaJU.txt
388,tech_030.txt,XUPCvBjYFBMRZ.txt
389,tech_031.txt,UAAujEOpNRnAo.txt
390,tech_032.txt,eXBiESqNaRpmK.txt
391,tech_033.txt,RnqlcCJiXeemK.txt
392,tech_034.txt,cEdPNaplpHFMC.txt
393,tech_035.txt,QaJhMpoVqEZNS.txt
394,tech_036.txt,ohxcPWDqUcwOq.txt
395,tech_037.txt,hCZyIczPiIXdE.txt
396,tech_038.txt,AIjnOnSgVEsNA.txt
397,tech_039.txt,fjdGeMEngkhfV.txt
398,tech_041.txt,oudUESwhcusMI.txt
399,tech_042.txt,pAwxiADIdTxQb.txt
400,tech_043.txt,OBIzuCSzsxCVo.txt
401,tech_044.txt,qJCPGLdyrfOZe.txt
402,tech_045.txt,hKtBBmQaTXMRJ.txt
403,tech_048.txt,PctNpZqmHlYkX.txt
404,tech_049.txt,VTudUGAwSXgmT.txt
405,tech_050.txt,zblzgoWepajIG.txt
406,tech_052.txt,viLtHKQDumscU.txt
407,tech_053.txt,MORbqrHHbwBQe.txt
408,tech_055.txt,eBBsZCmvypJgZ.txt
409,tech_058.txt,lCRoLgiUrcwXS.txt
410,tech_060.txt,OUmZzgTkFozPx.txt
411,tech_061.txt,hpTZGiYTDbfGA.txt
412,tech_062.txt,zXvRHkaXVVPfg.txt
413,tech_063.txt,seWTymDviDXKU.txt
414,tech_065.txt,IVtRtudTcQbpu.txt
415,tech_066.txt,LVBIZMlcRMWWV.txt
416,tech_067.txt,zuaCEHlYZuAZo.txt
417,tech_069.txt,WBVvAQgQLunoa.txt
418,tech_070.txt,UPUXSUhJZClcn.txt
419,tech_071.txt,GOwlgMFPAfBlE.txt
420,tech_073.txt,SLkIDRMcZLEwZ.txt
421,tech_074.txt,XbhHYNSrFLIQX.txt
422,tech_076.txt,futrdTyZJkauG.txt
423,tech_077.txt,BDEcgcjPevDop.txt
424,tech_078.txt,JAUekTOqQPqzr.txt
425,tech_079.txt,pmGXfUKiefSQG.txt
426,tech_080.txt,XgXyanpGponLe.txt
427,tech_081.txt,iyibpVIspShYr.txt
428,tech_082.txt,bLlWaNteDpedH.txt
429,tech_083.txt,RjWRkLugfdBYy.txt
430,tech_086.txt,EBaEJfikPXyCa.txt
431,tech_087.txt,bWqkplXlwKCie.txt
432,tech_089.txt,IhPfoSxBzqWqh.txt
433,tech_094.txt,bNmqDiTdGNtjW.txt
434,tech_096.txt,ewsFjALGNgTsP.txt
435,tech_097.txt,xMQzHpDdiJHoM.txt
436,tech_098.txt,qldBRDiSvUrec.txt
437,tech_099.txt,wDoDpkJZDsffs.txt
438,business100.txt,KlNbBJXrdlsGd.txt
439,business103.txt,aIXFBoJNlxTZX.txt
440,business104.txt,omdFBMhImfSCh.txt
441,business108.txt,pslVWtemiAPAC.txt
442,business109.txt,RkRgEuWoFsjxr.txt
443,business110.txt,zhpHxMMmyfTTB.txt
444,business111.txt,SaBIMMuGdjvWx.txt
445,business114.txt,PssBbLKoHgKAl.txt
446,business115.txt,rNcLOBzRavTlI.txt
447,business116.txt,ryHnYsuxKonYB.txt
448,business117.txt,RKmMQeaItHtmD.txt
449,business118.txt,VFDstuPEUIiCt.txt
450,business119.txt,BfMlzsBGtlIfr.txt
451,business120.txt,arLkTehgbXEkq.txt
452,business122.txt,YfqTYNTQJtROj.txt
453,business123.txt,CUjJpRKmRDIMb.txt
454,business125.txt,ChvvMfHMXUQfO.txt
455,business126.txt,kXDOTdmBFQVlU.txt
456,business127.txt,FnRLiqnLwOeAI.txt
457,business128.txt,DDFCAwfSITHJi.txt
458,business130.txt,JvuqwVCeLxLvW.txt
459,business131.txt,PzbyxCvdtzNWc.txt
460,business132.txt,HqqhpVfWCRzgT.txt
461,business133.txt,npMMIcEUdFkhd.txt
462,business134.txt,pWhtoyjaIuSfe.txt
463,business135.txt,yXOPziFPDtTSR.txt
464,business137.txt,kNzpiFHhHcDwg.txt
465,business138.txt,TFHzWnsZPhwaw.txt
466,business139.txt,XtQFPMvzODDhm.txt
467,business140.txt,atMFvNzJnTpms.txt
468,business142.txt,QMCOPZxSQAyNn.txt
469,business143.txt,PDDIDWSxrmAyq.txt
470,business144.txt,xUqONwplVdowZ.txt
471,business145.txt,fSHnyXnWUyICO.txt
472,business146.txt,lBMjIBmqgsrZB.txt
473,business147.txt,QmbTIKEQAThcs.txt
474,business148.txt,HHtAARWKcgtnn.txt
475,business149.txt,kelqTtJGvAcbR.txt
476,business150.txt,MNzjPOamRKLkr.txt
477,business151.txt,fxfdUhYRJqhgI.txt
478,business152.txt,xduijIAyuXJtn.txt
479,business153.txt,EoHNMIkPqXaCX.txt
480,business155.txt,sPBsaUBFKutEs.txt
481,business156.txt,CcPwGpqAKZgpo.txt
482,business157.txt,IiTmWioQjcCrq.txt
483,business158.txt,kFUhIycXgVWiy.txt
484,business159.txt,stUfLPfQimvmr.txt
485,business160.txt,rliMYpsTDcoiF.txt
486,business161.txt,HBUYnuyPAVWuW.txt
487,business163.txt,tEJVfpRkyVeiY.txt
488,business164.txt,yCmlzlYYapxSr.txt
489,business167.txt,UsGwwidXquEZX.txt
490,business168.txt,wZwQHIPQbDOjg.txt
491,business169.txt,CsAjNwLwHdfLE.txt
492,business170.txt,tNcpdJSlTxRib.txt
493,business171.txt,EIChUKCqlGxPP.txt
494,business172.txt,ETSTaDjqgPSjE.txt
495,business173.txt,ephQKWibFpWkP.txt
496,business174.txt,uHtNGKchIDXny.txt
497,business175.txt,ifoxqLYyNZIEz.txt
498,business176.txt,xBANTYwPPgyTP.txt
499,business177.txt,NdlBwNBvnJoPq.txt
500,business178.txt,GqpgfDybuJuXA.txt
501,business179.txt,wyjONKxcWrYXe.txt
502,business180.txt,tXxNINEmjQPbN.txt
503,business181.txt,GDKoauxQmzqPq.txt
504,business182.txt,kLjzfUHzRJYgs.txt
505,business184.txt,DZntyCpzFIlXf.txt
506,business185.txt,eIhaeXYddoIOm.txt
507,business186.txt,vdGYMKIHtoIqL.txt
508,business187.txt,fInAZItLCJRxm.txt
509,business189.txt,JmKRPNLHDfvEa.txt
510,business190.txt,aBxXLQjRMiYdy.txt
511,business191.txt,xQGKzEPppXgrI.txt
512,business192.txt,uxOwAwDXCnTZR.txt
513,business193.txt,MJnxBHdkofDKz.txt
514,business194.txt,tbQdyGzmAIRCp.txt
515,business195.txt,FPLtoddBEmqSL.txt
516,business196.txt,FhVPsAkrKzGVY.txt
517,business197.txt,VxUukNyPlCasU.txt
518,business198.txt,CAXvprxdYrcId.txt
519,business199.txt,SFDkcuiXVeBmb.txt
520,entertainment_100.txt,niZLSkAtCLakz.txt
521,entertainment_101.txt,ZCtwUYbNLayBH.txt
522,entertainment_102.txt,FUWMYXIuONFgW.txt
523,entertainment_103.txt,lXsiCrRvQHidZ.txt
524,entertainment_104.txt,sMVUCKNrSYOur.txt
525,entertainment_105.txt,IlOeZYXkOSymQ.txt
526,entertainment_106.txt,pzIvYXIPdwsFd.txt
527,entertainment_107.txt,xHnWZBIqCtXgr.txt
528,entertainment_108.txt,aCcEErKhvfEDV.txt
529,entertainment_109.txt,SIIMBNJZBQtWA.txt
530,entertainment_110.txt,YgUOEWqNszPsa.txt
531,entertainment_111.txt,tzKlpXIffFaSL.txt
532,entertainment_112.txt,NEfVjcdiVifsB.txt
533,entertainment_113.txt,DInWFBHQVQsdE.txt
534,entertainment_115.txt,qfHtpjBnfXuhO.txt
535,entertainment_116.txt,ZWXUhhPsqNZcY.txt
536,entertainment_117.txt,dPsneVUYUtmZK.txt
537,entertainment_118.txt,fVMYLsATZffYC.txt
538,entertainment_119.txt,TKNStSIbCDAoO.txt
539,entertainment_120.txt,HPnlUXcBBYlAj.txt
